Title,Year,Release Date,Release Day,Season,Studio,Story,Genre,Budget Bucket,Rotten Tomatoes %,Audience  score %,Box Office Average per US Cinema (Opening Weekend) ($),Domestic Gross ($m),Foreign Gross ($m),Worldwide Gross ($m),Budget ($m),Profitability (% of Budget),Random ($m),Net Profit ($m),Opening Weekend ($m),Price per Movie
One Missed Call,2019,2019-08-29,Friday,Summer,Warner Bros.,Monster Force,Horror,< 50,0%,36%,"$5,585",$26.89,$17.62,$44.51,$20.00,222.55%,-$737.00,$24.51,$12.50,$0.00
The Golden Compass,2019,2019-08-24,Friday,Summer,Warner Bros.,Rescue,Action,150 to 200,42%,55%,"$7,308",$70.11,$302.13,$372.23,$180.00,206.79%,"$1,015.00",$192.23,$25.70,"$4,200.00"
Pathfinder: Legend of the Ghost Warrior,2019,2019-08-24,Friday,Summer,,Rescue,Action,< 50,11%,41%,"$2,907",$10.23,$20.59,$30.82,$26.00,118.54%,$38.00,$4.82,$5.00,"$1,100.00"
Premonition,2019,2019-08-24,Friday,Summer,Sony,The Riddle,Drama,< 50,8%,55%,"$6,202",$47.85,$36.14,$84.00,$20.00,420.00%,$508.00,$64.00,$17.60,$800.00
The Love Guru,2019,2019-08-22,Friday,Summer,Paramount,Comedy,Comedy,50 to 100,14%,38%,"$4,617",$32.20,$8.63,$40.83,$62.00,65.85%,"-$1,897.00",-$21.17,$13.91,"$1,400.00"
Penelope,2019,2019-08-22,Friday,Summer,Summit,Love,Comedy,< 50,52%,74%,,$10.01,$10.73,$20.74,$15.00,138.27%,"$2,375.00",$5.74,$3.80,"$5,200.00"
Shutter,2019,2019-08-22,Friday,Summer,Fox,Monster Force,Horror,< 50,7%,40%,"$3,794",$25.93,$21.95,$47.88,$8.00,598.50%,"-$1,897.00",$39.88,$10.50,$700.00
Alvin and the Chipmunks,2019,2019-08-17,Friday,Summer,Fox,Comedy,Animation,50 to 100,26%,73%,"$12,750",$217.33,$143.14,$360.47,$70.00,514.96%,-$377.00,$290.47,$44.30,"$2,600.00"
Epic Movie,2019,2019-08-17,Friday,Summer,Independent,Comedy,Comedy,< 50,2%,38%,"$6,644",$39.74,$47.13,$86.87,$20.00,434.35%,"-$1,561.00",$66.87,$18.60,$200.00
Iron Man,2019,2019-08-15,Friday,Summer,Paramount,Metamorphosis,Action,150 to 200,94%,91%,"$24,024",$318.31,$266.76,$585.07,$186.00,314.55%,$277.00,$399.07,$98.62,"$9,400.00"
Nim's Island,2019,2019-08-15,Friday,Summer,Independent,Rescue,Adventure,< 50,51%,50%,"$3,760",$48.01,$52.07,$100.08,$37.00,270.49%,$670.00,$63.08,$13.20,"$5,100.00"
The Curious Case of Benjamin Button,2019,2019-08-15,Friday,Summer,Warner Bros.,Love,Fantasy,150 to 200,73%,81%,"$8,987",$79.01,$206.42,$285.43,$160.00,178.39%,-$200.00,$125.43,$26.85,"$7,300.00"
Cloverfield,2019,2019-08-08,Friday,Summer,Paramount,Monster Force,Action,< 50,77%,67%,"$11,744",$80.05,$90.72,$170.77,$25.00,683.08%,"-$1,650.00",$145.77,$40.10,"$7,700.00"
Vicky Cristina Barcelona,2019,2019-08-08,Friday,Summer,The Weinstein Company,Temptation,Romance,< 50,82%,73%,"$5,427",$22.84,$73.19,$96.03,$16.00,600.19%,$720.00,$80.03,$3.76,"$8,200.00"
Street Kings,2019,2019-08-06,Wednesday,Summer,Fox,The Riddle,Action,< 50,37%,62%,"$5,054",$26.42,$39.15,$65.57,$20.00,327.85%,"$2,762.00",$45.57,$12.50,"$3,700.00"
Slumdog Millionaire,2019,2019-08-06,Wednesday,Summer,Independent,Underdog,Crime,< 50,94%,90%,,$141.31,$234.48,$375.79,$15.00,2505.27%,"-$1,642.00",$360.79,$4.30,"$9,400.00"
Mr. Brooks,2019,2019-08-03,Friday,Summer,MGM,Temptation,Thriller,< 50,56%,75%,"$4,083",$28.55,$19.57,$48.12,$20.00,240.60%,"$2,783.00",$28.12,$10.00,"$5,600.00"
Space Chimps,2019,2019-08-01,Friday,Summer,Independent,Transformation,Animation,< 50,36%,37%,"$2,860",$30.11,$34.73,$64.83,$37.00,175.22%,"$2,588.00",$27.83,$7.18,"$3,600.00"
300,2019,2019-07-27,Friday,Summer,Warner Bros.,Sacrifice,Action,50 to 100,60%,90%,"$22,844",$210.61,$245.45,$456.07,$65.00,701.65%,"$1,200.00",$391.07,$70.90,$600.00
I Now Pronounce You Chuck and Larry,2019,2019-07-27,Friday,Summer,Universal,Comedy,Comedy,50 to 100,13%,73%,"$9,795",$120.06,$65.99,$186.05,$85.00,218.88%,-$259.00,$101.05,$34.20,"$1,300.00"
Vacancy,2019,2019-07-27,Friday,Summer,Sony,Pursuit,Comedy,< 50,55%,46%,"$2,980",$19.36,$15.94,$35.30,$19.00,185.79%,"$2,860.00",$16.30,$7.60,"$5,500.00"
Marley and Me,2019,2019-07-25,Friday,Summer,Fox,Love,Comedy,50 to 100,63%,77%,"$10,448",$106.51,$99.56,$206.07,$55.00,374.67%,"$2,732.00",$151.07,$36.36,"$6,300.00"
Gran Torino,2019,2019-07-25,Friday,Summer,Warner Bros.,Temptation,Drama,< 50,80%,90%,,$148.10,$121.86,$269.96,$33.00,818.06%,"$2,866.00",$236.96,$29.48,$800.00
Stop-Loss,2019,2019-07-25,Friday,Summer,Paramount,Tragedy,Drama,< 50,65%,27%,"$3,528",$10.92,$0.26,$11.18,$25.00,44.72%,"$1,336.00",-$13.82,$4.56,"$6,500.00"
Charlie Wilson's War,2019,2019-07-20,Friday,Summer,Universal,Discovery,Biography,50 to 100,82%,73%,"$3,750",$66.66,$51.81,$118.48,$75.00,157.97%,$908.00,$43.48,$9.60,"$8,200.00"
Good Luck Chuck,2019,2019-07-20,Friday,Summer,Lionsgate,Love,Comedy,< 50,3%,61%,"$5,226",$35.02,$24.17,$59.19,$25.00,236.76%,-$924.00,$34.19,$13.70,$300.00
No Reservations,2019,2019-07-20,Friday,Summer,,Love,Comedy,< 50,39%,64%,"$4,826",$43.11,$49.49,$92.60,$28.00,330.71%,"$2,941.00",$64.60,$11.70,"$3,900.00"
What Happens in Vegas,2019,2019-07-18,Friday,Summer,Fox,Love,Comedy,< 50,28%,72%,"$6,274",$80.28,$139.09,$219.37,$35.00,626.77%,"$1,274.00",$184.37,$20.17,"$2,800.00"
Twilight,2019,2019-07-18,Friday,Summer,Summit,Love,Romance,< 50,49%,82%,"$20,368",$176.82,$199.85,$376.66,$37.00,1018.00%,"$2,603.00",$339.66,$69.64,"$4,900.00"
The Kingdom,2019,2019-07-13,Friday,Summer,,Quest,Action,50 to 100,52%,78%,"$6,135",$47.54,$39.07,$86.61,$80.00,108.26%,-$351.00,$6.61,$17.10,"$5,200.00"
Mad Money,2019,2019-07-11,Friday,Summer,Independent,Comedy,Comedy,< 50,22%,51%,"$3,132",$20.67,$5.74,$26.41,$22.00,120.05%,"$2,659.00",$4.41,$7.74,"$2,200.00"
Role Models,2019,2019-07-11,Friday,Summer,Universal,Discovery,Comedy,< 50,77%,75%,"$6,865",$66.69,$25.09,$91.77,$28.00,327.75%,$77.00,$63.77,$19.17,"$7,700.00"
Quarantine,2019,2019-07-11,Friday,Summer,Sony,Monster Force,Horror,< 50,59%,46%,"$5,775",$31.69,$9.62,$41.31,$12.00,344.25%,"$2,467.00",$29.31,$14.20,"$5,900.00"
Superbad,2019,2019-07-06,Friday,Summer,Sony,Comedy,Comedy,< 50,88%,87%,"$11,211",$121.46,$48.41,$169.87,$20.00,849.35%,-$950.00,$149.87,$33.00,"$8,800.00"
Evan Almighty,2019,2019-07-06,Friday,Summer,Universal,Comedy,Comedy,150 to 200,23%,56%,"$8,654",$100.46,$72.93,$173.39,$175.00,99.08%,-$326.00,-$1.61,$31.20,"$2,300.00"
In the Land of Women,2019,2019-07-06,Friday,Summer,Warner Bros.,Transformation,Comedy,< 50,43%,72%,"$2,186",$11.05,$6.51,$17.56,$10.00,175.60%,"$1,738.00",$7.56,$4.70,"$4,300.00"
Wanted,2019,2019-07-04,Friday,Summer,Universal,Transformation,Action,50 to 100,73%,72%,"$16,040",$134.33,$206.92,$341.25,$75.00,455.00%,"-$1,203.00",$266.25,$50.93,"$7,300.00"
Sex Drive,2019,2019-07-04,Friday,Summer,Summit,Journey and Return,Adventure,< 50,46%,61%,"$1,490",$8.40,$10.35,$18.75,$19.00,98.68%,-$643.00,-$0.25,$3.61,"$4,600.00"
The House Bunny,2019,2019-07-04,Friday,Summer,Sony,Discovery,Comedy,< 50,39%,54%,"$5,355",$48.24,$22.20,$70.44,$25.00,281.76%,$789.00,$45.44,$14.53,"$3,900.00"
Tropic Thunder,2019,2019-07-04,Friday,Summer,Paramount,Fish Out Of Water,Comedy,50 to 100,83%,69%,"$7,777",$110.46,$77.58,$188.04,$90.00,208.93%,$898.00,$98.04,$25.81,"$8,300.00"
City of Ember,2019,2019-07-02,Wednesday,Summer,Independent,Escape,Adventure,< 50,52%,48%,"$1,548",$7.84,$10.05,$17.89,$38.00,47.08%,"$2,813.00",-$20.11,$3.13,"$5,200.00"
The Longshots,2019,2019-07-02,Wednesday,Summer,Independent,Quest,Comedy,< 50,39%,39%,"$1,953",$11.51,$0.23,$11.74,$30.00,39.13%,-$690.00,-$18.26,$4.00,"$3,900.00"
Meet the Robinsons,2019,2019-06-29,Friday,Summer,Disney,Quest,Animation,100 to 150,66%,75%,"$7,361",$97.82,$71.51,$169.33,$100.00,169.33%,"$1,441.00",$69.33,$25.10,"$6,600.00"
Mr. Magorium's Wonder Emporium,2019,2019-06-29,Friday,Summer,Independent,Transformation,Fantasy,< 50,36%,56%,"$3,043",$32.06,$36.89,$68.95,$25.00,275.80%,"-$1,633.00",$43.95,$9.63,"$3,600.00"
Sweeney Todd: The Demon Barber of Fleet Street,2019,2019-06-29,Friday,Summer,Warner Bros.,Revenge,Musical,50 to 100,86%,81%,"$7,446",$52.90,$99.63,$152.52,$50.00,305.04%,"$1,968.00",$102.52,$9.30,"$8,600.00"
Cadillac Records,2019,2019-06-27,Friday,Summer,Sony,Rags to Riches,Biography,< 50,67%,64%,"$5,015",$8.20,$0.68,$8.88,$12.00,74.00%,"$1,954.00",-$3.12,$3.40,"$6,700.00"
Nights in Rodanthe,2019,2019-06-27,Friday,Summer,Warner Bros.,Discovery,Drama,< 50,31%,56%,"$4,962",$41.74,$37.50,$79.24,$30.00,264.13%,$821.00,$49.24,$13.42,"$3,100.00"
Untraceable,2019,2019-06-27,Friday,Summer,Independent,The Riddle,Thriller,< 50,14%,56%,"$4,795",$28.69,$23.97,$52.66,$35.00,150.46%,-$821.00,$17.66,$11.40,"$1,400.00"
Meet the Spartans,2019,2019-06-25,Wednesday,Summer,Independent,Comedy,Comedy,< 50,2%,31%,"$7,104",$38.23,$46.41,$84.65,$30.00,282.17%,"-$1,748.00",$54.65,$18.51,$200.00
In Bruges,2019,2019-06-25,Wednesday,Summer,Focus,Fish Out Of Water,Crime,< 50,81%,85%,,$7.80,$25.59,$33.39,$15.00,222.60%,"-$1,746.00",$18.39,$0.46,"$8,100.00"
Ratatouille,2019,2019-06-22,Friday,Summer,Disney,Transformation,Animation,150 to 200,97%,84%,"$11,935",$206.45,$414.98,$621.42,$150.00,414.28%,-$203.00,$471.42,$47.00,"$9,700.00"
My Best Friend's Girl,2019,2019-06-20,Friday,Summer,Lionsgate,Comedy,Comedy,< 50,14%,51%,"$3,174",$19.22,$22.40,$41.62,$20.00,208.10%,-$341.00,$21.62,$8.27,"$1,400.00"
Smart People,2019,2019-06-20,Friday,Summer,Independent,Transformation,Comedy,< 50,50%,41%,"$3,700",$9.51,$2.14,$11.65,$7.00,166.43%,-$56.00,$4.65,$4.09,$500.00
The Boy in the Striped Pyjamas,2019,2019-06-18,Wednesday,Summer,Independent,Tragedy,Drama,< 50,63%,84%,,$8.70,$31.37,$40.07,$12.50,320.56%,-$159.00,$27.57,$1.03,"$6,300.00"
Step Up 2: The Streets,2019,2019-06-18,Wednesday,Summer,Disney,Underdog,Drama,< 50,26%,81%,"$7,655",$58.02,$92.80,$150.82,$17.50,861.83%,"$1,377.00",$133.32,$18.91,"$2,600.00"
Shoot 'Em Up,2019,2019-06-15,Friday,Summer,Warner Bros.,Pursuit,Action,< 50,67%,66%,"$2,711",$12.81,$14.00,$26.81,$39.00,68.74%,"-$1,257.00",-$12.19,$5.70,"$6,700.00"
Next,2019,2019-06-15,Friday,Summer,Paramount,Pursuit,Thriller,50 to 100,29%,59%,"$2,617",$18.21,$55.33,$73.54,$70.00,105.06%,$27.00,$3.54,$7.10,"$2,900.00"
The Incredible Hulk,2019,2019-06-13,Friday,Summer,Universal,Metamorphosis,Action,100 to 150,67%,75%,"$15,810",$134.53,$128.62,$263.15,$137.50,191.38%,"$2,658.00",$125.65,$55.14,"$6,700.00"
The Express,2019,2019-06-13,Friday,Summer,Independent,Maturation,Biopic,< 50,62%,73%,"$1,625",$9.79,$0.01,$9.80,$37.50,26.13%,"-$1,685.00",-$27.70,$4.56,"$6,200.00"
Kit Kittredge: An American Girl,2019,2019-06-13,Friday,Summer,Warner Bros.,The Riddle,Drama,< 50,78%,26%,,$17.66,,$17.66,$10.00,176.60%,$752.00,$7.66,$3.30,"$7,800.00"
Fly Me to the Moon,2019,2019-06-11,Wednesday,Summer,Independent,Journey and Return,Animation,< 50,18%,26%,,$12.42,$27.90,$40.32,$25.00,161.28%,$703.00,$15.32,$1.90,"$1,800.00"
Transformers,2019,2019-06-08,Friday,Summer,Paramount,Monster Force,Action,150 to 200,57%,89%,"$17,577",$319.25,$389.03,$708.27,$150.00,472.18%,$530.00,$558.27,$70.50,"$5,700.00"
Grindhouse,2019,2019-06-08,Friday,Summer,The Weinstein Company,Pursuit,Action,50 to 100,82%,86%,"$4,419",$25.04,$25.16,$50.19,$53.00,94.70%,"$2,075.00",-$2.81,$11.60,"$8,200.00"
Disaster Movie,2019,2019-06-06,Friday,Summer,Lionsgate,Rescue,Comedy,< 50,2%,28%,"$2,209",$14.19,$20.62,$34.81,$20.00,174.05%,"$2,845.00",$14.81,$5.80,$200.00
Semi-Pro,2019,2019-06-06,Friday,Summer,Warner Bros.,Underdog,Comedy,< 50,21%,41%,"$4,830",$33.48,$10.41,$43.88,$2.60,1687.69%,$55.00,$41.28,$15.08,"$2,100.00"
Hostel: Part II,2019,2019-06-01,Friday,Summer,Lionsgate,Escape,Horror,< 50,44%,45%,"$3,490",$17.61,$18.01,$35.62,$10.00,356.20%,"$1,336.00",$25.62,$8.20,"$4,400.00"
Pineapple Express,2019,2019-05-30,Friday,Spring,Sony,Comedy,Action,< 50,68%,74%,"$7,567",$87.34,$14.28,$101.62,$26.00,390.85%,"$1,428.00",$75.62,$23.20,"$6,800.00"
The Tale of Despereaux,2019,2019-05-30,Friday,Spring,Universal,Rescue,Animation,50 to 100,54%,46%,"$3,255",$50.87,$37.84,$88.71,$55.00,161.29%,"$2,161.00",$33.71,$10.10,"$5,400.00"
Rambo,2019,2019-05-28,Wednesday,Spring,Lionsgate,Rescue,Action,< 50,36%,70%,"$6,617",$42.75,$70.49,$113.24,$47.50,238.40%,$69.00,$65.74,$18.20,"$3,600.00"
Mirrors,2019,2019-05-28,Wednesday,Spring,Independent,Monster Force,Horror,< 50,14%,49%,"$4,190",$30.69,$46.80,$77.49,$35.00,221.40%,-$185.00,$42.49,$11.20,"$1,400.00"
Lions for Lambs,2019,2019-05-25,Friday,Spring,Independent,Quest,Drama,< 50,27%,48%,"$3,025",$15.00,$48.21,$63.21,$35.00,180.60%,"$2,311.00",$28.21,$6.70,"$2,700.00"
"Be Kind, Rewind",2019,2019-05-23,Friday,Spring,New Line,Comedy,Comedy,< 50,65%,57%,"$5,013",$11.18,$19.40,$30.58,$20.00,152.90%,"-$1,031.00",$10.58,$4.05,"$6,500.00"
Sex and the City,2019,2019-05-23,Friday,Spring,Warner Bros.,Love,Comedy,50 to 100,49%,81%,"$17,363",$152.65,$262.61,$415.25,$57.50,722.17%,$1.00,$357.75,$57.04,"$4,900.00"
The Pirates Who Don't Do Anything,2019,2019-05-23,Friday,Spring,Universal,Fish Out Of Water,,< 50,41%,,,$12.73,$0.17,$12.90,$15.00,86.00%,$401.00,-$2.10,$4.25,"$4,100.00"
Beowulf,2019,2019-05-18,Friday,Spring,Paramount,Journey and Return,Action,150 to 200,71%,52%,"$8,726",$82.20,$114.07,$196.26,$150.00,130.84%,$225.00,$46.26,$27.50,"$7,100.00"
TMNT,2019,2019-05-18,Friday,Spring,,Monster Force,Action,< 50,33%,63%,"$7,799",$54.15,$40.86,$95.01,$35.00,271.46%,$442.00,$60.01,$24.30,"$3,300.00"
Daddy Day Camp,2019,2019-05-18,Friday,Spring,Sony,Comedy,Comedy,< 50,1%,63%,"$1,459",$13.24,$4.96,$18.20,$6.00,303.33%,"$1,351.00",$12.20,$3.40,$100.00
Punisher: War Zone,2019,2019-05-16,Friday,Spring,Lionsgate,Revenge,Action,< 50,27%,47%,"$1,703",$8.05,$2.04,$10.09,$35.00,28.83%,"$1,316.00",-$24.91,$4.30,"$2,700.00"
21,2019,2019-05-16,Friday,Spring,Sony,Quest,Crime,< 50,35%,73%,"$9,103",$81.16,$76.69,$157.85,$35.00,451.00%,"$1,813.00",$122.85,$24.10,"$3,500.00"
Forgetting Sarah Marshall,2019,2019-05-14,Wednesday,Spring,Independent,Maturation,Comedy,< 50,85%,75%,"$6,791",$62.93,$42.00,$104.93,$30.00,349.77%,"$1,345.00",$74.93,$17.73,"$8,500.00"
The Reaping,2019,2019-05-11,Friday,Spring,,Quest,Horror,< 50,9%,53%,"$3,851",$25.13,$37.64,$62.77,$40.00,156.93%,$247.00,$22.77,$10.00,$900.00
P.S. I Love You,2019,2019-05-11,Friday,Spring,Independent,Love,Romance,< 50,21%,82%,"$2,641",$53.70,$99.40,$153.09,$30.00,510.30%,-$223.00,$123.09,$6.50,"$2,100.00"
Speed Racer,2019,2019-05-09,Friday,Spring,Warner Bros.,Quest,Action,100 to 150,38%,61%,"$5,174",$43.95,$50.00,$93.95,$120.00,78.29%,$648.00,-$26.05,$18.60,"$3,800.00"
Religulous,2019,2019-05-09,Friday,Spring,Lionsgate,Comedy,Documentary,< 50,70%,78%,"$6,792",$13.01,$0.12,$13.14,$2.50,525.60%,"-$1,402.00",$10.64,$3.41,$700.00
Hellboy II: The Golden Army,2019,2019-05-07,Wednesday,Spring,Universal,Sacrifice,Action,50 to 100,87%,70%,"$10,780",$75.79,$84.40,$160.19,$82.50,194.17%,"-$1,130.00",$77.69,$34.50,"$8,700.00"
Fool's Gold,2019,2019-05-07,Wednesday,Spring,Warner Bros.,Quest,Adventure,50 to 100,11%,53%,"$6,909",$70.23,$39.13,$109.36,$72.50,150.84%,$494.00,$36.86,$21.60,"$1,100.00"
The Chronicles of Narnia: Prince Caspian,2019,2019-05-02,Friday,Spring,Disney,Fish Out Of Water,Action,> 200,66%,78%,"$14,007",$141.62,$278.04,$419.67,$200.00,209.84%,-$715.00,$219.67,$55.03,"$6,600.00"
"Definitely, Maybe",2019,2019-05-02,Friday,Spring,Universal,Discovery,Comedy,< 50,71%,72%,"$4,430",$32.01,$23.20,$55.21,$7.00,788.71%,"-$1,852.00",$48.21,$9.76,"$7,100.00"
88 Minutes,2019,2019-05-02,Friday,Spring,Sony,The Riddle,Drama,< 50,5%,51%,"$3,209",$17.21,$15.37,$32.58,$30.00,108.60%,$766.00,$2.58,$7.00,$500.00
Harry Potter and the Order of the Phoenix,2019,2019-04-27,Friday,Spring,Warner Bros.,Quest,Adventure,150 to 200,78%,82%,"$17,998",$292.00,$647.88,$939.88,$150.00,626.59%,"$1,750.00",$789.88,$77.10,"$7,800.00"
The Nanny Diaries,2019,2019-04-27,Friday,Spring,The Weinstein Company,Discovery,Comedy,< 50,33%,52%,"$2,845",$25.93,$21.07,$47.00,$20.00,235.00%,-$245.00,$27.00,$7.50,"$3,300.00"
The Mist,2019,2019-04-27,Friday,Spring,The Weinstein Company,Monster Force,Horror,< 50,72%,64%,"$3,686",$25.59,$31.24,$56.83,$18.00,315.72%,"$2,082.00",$38.83,$8.90,"$7,200.00"
Quantum of Solace,2019,2019-04-25,Friday,Spring,MGM,Revenge,Action,> 200,64%,62%,"$19,568",$166.80,$417.72,$584.52,$230.00,254.14%,"-$1,617.00",$354.52,$67.50,"$6,400.00"
You Don't Mess with the Zohan,2019,2019-04-25,Friday,Spring,Sony,Fish Out Of Water,Comedy,50 to 100,36%,50%,"$11,130",$100.02,$99.91,$199.93,$80.00,249.91%,"$2,064.00",$119.93,$38.53,"$3,600.00"
Transporter 3,2019,2019-04-18,Friday,Spring,Independent,Escape,Action,< 50,36%,58%,"$4,594",$31.72,$77.26,$108.98,$30.00,363.27%,$143.00,$78.98,$12.06,"$3,600.00"
Vantage Point,2019,2019-04-18,Friday,Spring,Sony,The Riddle,,< 50,35%,61%,"$7,264",$72.27,$78.89,$151.16,$40.00,377.90%,-$431.00,$111.16,$22.87,"$3,500.00"
WALL-E,2019,2019-04-16,Wednesday,Spring,Disney,Love,Animation,150 to 200,96%,89%,"$15,803",$223.78,$297.50,$521.28,$180.00,289.60%,"-$1,016.00",$341.28,$63.09,"$9,600.00"
The Darjeeling Limited,2019,2019-04-13,Friday,Spring,Fox,Journey and Return,Drama,< 50,67%,79%,"$2,523",$11.90,$23.02,$34.92,$17.50,199.54%,$596.00,$17.42,$1.80,"$6,700.00"
Doomsday,2019,2019-04-11,Friday,Spring,Relativity Media,Quest,Action,< 50,48%,47%,"$2,544",$11.01,$11.20,$22.21,$33.00,67.30%,-$49.00,-$10.79,$4.90,"$4,800.00"
Igor,2019,2019-04-11,Friday,Spring,Independent,Temptation,Animation,< 50,36%,42%,,$19.44,$11.22,$30.66,$30.00,102.20%,-$543.00,$0.66,$7.80,"$3,600.00"
Miss Pettigrew Lives for a Day,2019,2019-04-11,Friday,Spring,Independent,Love,Comedy,50 to 100,78%,70%,"$4,655",$12.31,$2.86,$15.17,$60.00,25.28%,"-$1,216.00",-$44.83,$2.49,"$7,800.00"
Changeling,2019,2019-04-09,Wednesday,Spring,Independent,Quest,Drama,50 to 100,62%,84%,"$5,055",$35.73,$77.28,$113.01,$55.00,205.47%,"$1,618.00",$58.01,$9.40,"$6,200.00"
Spider-Man 3,2019,2019-04-06,Friday,Spring,Sony,Metamorphosis,Action,> 200,61%,54%,"$35,540",$336.53,$554.34,$890.87,$258.00,345.30%,"-$1,870.00",$632.87,$151.10,"$6,100.00"
Live Free or Die Hard,2019,2019-04-06,Friday,Spring,Fox,Rescue,Action,100 to 150,79%,86%,"$9,791",$134.53,$249.00,$383.53,$110.00,348.66%,"-$1,788.00",$273.53,$33.40,"$7,900.00"
The Kite Runner,2019,2019-04-06,Friday,Spring,Paramount,Maturation,Drama,< 50,66%,85%,"$2,243",$15.80,$57.39,$73.19,$20.00,365.95%,"-$1,110.00",$53.19,$1.60,"$6,600.00"
The Spiderwick Chronicles,2019,2019-04-04,Friday,Spring,Paramount,Fish Out Of Water,Fantasy,50 to 100,79%,67%,"$4,940",$71.20,$91.64,$162.84,$92.50,176.04%,"-$1,256.00",$70.34,$19.00,"$7,900.00"
Fantastic Four: Rise of the Silver Surfer,2019,2019-03-30,Friday,Spring,Fox,Monster Force,Action,100 to 150,35%,55%,"$14,663",$131.92,$157.13,$289.05,$130.00,222.35%,"-$1,808.00",$159.05,$58.00,"$3,500.00"
Zodiac,2019,2019-03-30,Friday,Spring,Paramount,Pursuit,Thriller,50 to 100,89%,73%,"$5,671",$33.08,$51.71,$84.79,$65.00,130.45%,"$1,237.00",$19.79,$13.40,"$8,900.00"
Burn After Reading,2019,2019-03-28,Friday,Spring,Relativity Media,Comedy,Comedy,< 50,78%,64%,"$7,215",$60.36,$103.36,$163.72,$37.00,442.49%,"$2,824.00",$126.72,$19.13,"$7,800.00"
Traitor,2019,2019-03-28,Friday,Spring,Liberty Starz,Pursuit,Thriller,< 50,55%,66%,"$3,831",$23.53,$4.13,$27.66,$22.00,125.73%,"-$1,537.00",$5.66,$7.90,"$5,500.00"
Hairspray,2019,2019-03-23,Friday,Spring,Warner Bros.,Underdog,Musical,50 to 100,92%,84%,"$8,803",$118.87,$83.68,$202.55,$75.00,270.07%,"-$1,631.00",$127.55,$27.50,"$9,200.00"
Get Smart,2019,2019-03-21,Friday,Spring,Warner Bros.,Pursuit,Action,50 to 100,51%,73%,"$9,891",$130.32,$100.37,$230.69,$80.00,288.36%,"-$1,789.00",$150.69,$38.70,"$5,100.00"
Halloween,2019,2019-03-16,Friday,Spring,The Weinstein Company,Pursuit,Horror,< 50,26%,64%,"$7,592",$58.27,$20.20,$78.47,$20.00,392.35%,"$1,955.00",$58.47,$26.40,"$2,600.00"
Step Brothers,2019,2019-03-14,Friday,Spring,Sony,Comedy,Comedy,50 to 100,54%,68%,"$10,000",$100.47,$27.64,$128.11,$65.00,197.09%,-$28.00,$63.11,$30.94,"$5,400.00"
The Ruins,2019,2019-03-14,Friday,Spring,Paramount,Rescue,Horror,< 50,46%,32%,"$2,846",$17.43,$5.30,$22.73,$25.00,90.92%,"$1,645.00",-$2.27,$8.00,"$4,600.00"
The Game Plan,2019,2019-03-09,Friday,Spring,Disney,Discovery,Comedy,< 50,27%,75%,"$7,396",$90.64,$57.23,$147.87,$22.00,672.14%,"-$1,340.00",$125.87,$22.90,"$2,700.00"
Sicko,2019,2019-03-09,Friday,Spring,The Weinstein Company,Quest,Documentary,< 50,93%,87%,"$5,128",$24.54,$11.23,$35.77,$9.00,397.44%,$728.00,$26.77,$3.60,"$9,300.00"
Music and Lyrics,2019,2019-03-09,Friday,Spring,Warner Bros.,Love,Romance,< 50,63%,70%,,$50.57,$95.32,$145.90,$40.00,364.75%,"-$1,976.00",$105.90,$13.60,"$6,300.00"
I Am Legend,2019,2019-03-09,Friday,Spring,Warner Bros.,Quest,Thriller,150 to 200,69%,69%,"$21,411",$256.39,$327.76,$584.16,$150.00,389.44%,"$2,766.00",$434.16,$77.20,"$6,900.00"
The Mummy: Tomb of the Dragon Emperor,2019,2019-03-07,Friday,Spring,Universal,Quest,Action,100 to 150,14%,40%,"$10,760",$102.28,$298.63,$400.91,$145.00,276.49%,"-$1,084.00",$255.91,$40.50,"$1,400.00"
The Bourne Ultimatum,2019,2019-03-02,Friday,Spring,Universal,Pursuit,Thriller,100 to 150,93%,91%,"$18,929",$227.47,$215.35,$442.82,$110.00,402.56%,"$2,719.00",$332.82,$69.30,"$9,300.00"
3:10 to Yuma,2019,2019-03-02,Friday,Spring,Lionsgate,Sacrifice,Western,< 50,88%,85%,"$5,292",$53.61,$16.17,$69.78,$48.00,145.38%,"-$1,105.00",$21.78,$14.00,"$8,800.00"
Journey to the Center of the Earth,2019,2019-02-28,Friday,Winter,Warner Bros.,Quest,Action,< 50,61%,55%,"$7,477",$101.70,$140.29,$241.99,$45.00,537.76%,"$2,057.00",$196.99,$21.00,"$6,100.00"
27 Dresses,2019,2019-02-28,Friday,Winter,Fox,Love,Comedy,< 50,40%,71%,"$7,526",$76.81,$83.50,$160.31,$30.00,534.37%,$90.00,$130.31,$23.01,$400.00
Juno,2019,2019-02-23,Friday,Winter,Fox,Maturation,Comedy,< 50,94%,89%,"$10,436",$143.50,$87.69,$231.18,$7.50,3082.40%,-$958.00,$223.68,$10.60,"$9,400.00"
Waitress,2019,2019-02-23,Friday,Winter,Independent,Love,Romance,< 50,89%,67%,"$3,327",$19.07,$3.10,$22.18,$2.00,1109.00%,"$1,847.00",$20.18,$2.00,"$8,900.00"
Mamma Mia!,2019,2019-02-22,Friday,Winter,Universal,Love,Comedy,50 to 100,53%,76%,"$9,325",$143.76,$465.71,$609.47,$66.00,923.44%,"$1,599.00",$543.47,$27.75,"$5,300.00"
